year,month,quarter,period,geography,sector,Deal Type,value
2004,12,Q4,< 2006,Argentina,Biofuels,Asset finance investments,4.55
2004,12,Q4,< 2006,Argentina,Biofuels,Asset finance investments,4.825
2004,9,Q3,< 2006,Bolivia,Small hydro,Asset finance investments,19.00043895
2004,2,Q1,< 2006,Brazil,Biomass & waste,Asset finance investments,30.72
2004,3,Q1,< 2006,Brazil,Biofuels,Asset finance investments,3.6
2004,10,Q4,< 2006,Brazil,Biofuels,Asset finance investments,1.8
2004,12,Q4,< 2006,Brazil,Biomass & waste,Asset finance investments,18.27965
2004,12,Q4,< 2006,Brazil,Biofuels,Asset finance investments,18.845
2004,9,Q3,< 2006,Brazil,Small hydro,Asset finance investments,36.26844
2004,12,Q4,< 2006,Brazil,Biofuels,Asset finance investments,1.8
2004,9,Q3,< 2006,Brazil,Biofuels,Asset finance investments,0.215
2004,3,Q1,< 2006,Brazil,Small hydro,Asset finance investments,61.0328
2004,6,Q2,< 2006,Brazil,Small hydro,Asset finance investments,31.59362
2004,6,Q2,< 2006,Brazil,Small hydro,Asset finance investments,9.35274
2004,5,Q2,< 2006,Brazil,Biofuels,Asset finance investments,2.7
2004,1,Q1,< 2006,Brazil,Small hydro,Asset finance investments,10.608
2004,1,Q1,< 2006,Brazil,Biofuels,Asset finance investments,11.34406
2004,12,Q4,< 2006,Brazil,Biofuels,Asset finance investments,74.66389
2004,6,Q2,< 2006,Brazil,Biofuels,Asset finance investments,38.5
2004,8,Q3,< 2006,Brazil,Biofuels,Asset finance investments,26
2004,5,Q2,< 2006,Brazil,Biomass & waste,Asset finance investments,66.4
2004,8,Q3,< 2006,Brazil,Biofuels,Asset finance investments,59.5
2004,6,Q2,< 2006,Brazil,Small hydro,Asset finance investments,6.06
2004,7,Q3,< 2006,Brazil,Small hydro,Asset finance investments,17.04
2004,5,Q2,< 2006,Brazil,Small hydro,Asset finance investments,33
2004,6,Q2,< 2006,Brazil,Biomass & waste,Asset finance investments,20.48
2004,12,Q4,< 2006,Brazil,Biofuels,Asset finance investments,21
2004,11,Q4,< 2006,Brazil,Biofuels,Asset finance investments,24.15
2004,6,Q2,< 2006,Brazil,Biomass & waste,Asset finance investments,12.8
2004,1,Q1,< 2006,Brazil,Biomass & waste,Asset finance investments,10.24
2004,4,Q2,< 2006,Chile,Biomass & waste,Asset finance investments,35.84
2004,12,Q4,< 2006,China,Wind,Asset finance investments,36.97092
2004,10,Q4,< 2006,China,Wind,Asset finance investments,43.4952
2004,9,Q3,< 2006,China,Wind,Asset finance investments,26.6
2004,1,Q1,< 2006,China,Wind,Asset finance investments,25.13056
2004,8,Q3,< 2006,China,Wind,Asset finance investments,98.291016
2004,3,Q1,< 2006,China,Solar,Asset finance investments,31
2004,12,Q4,< 2006,China,Wind,Asset finance investments,32.3652616
2004,4,Q2,< 2006,China,Solar,Asset finance investments,7.5
2004,11,Q4,< 2006,China,Wind,Asset finance investments,35.0897526
2004,6,Q2,< 2006,China,Biomass & waste,Asset finance investments,15.22206
2004,7,Q3,< 2006,China,Wind,Asset finance investments,0.72
2004,12,Q4,< 2006,China,Wind,Asset finance investments,17.7110038
2004,10,Q4,< 2006,China,Wind,Asset finance investments,2.88
2004,9,Q3,< 2006,China,Biomass & waste,Asset finance investments,16.9148
2004,7,Q3,< 2006,China,Biomass & waste,Asset finance investments,26.5804
2004,9,Q3,< 2006,China,Biomass & waste,Asset finance investments,108.738
2004,7,Q3,< 2006,China,Biomass & waste,Asset finance investments,64.0346
2004,3,Q1,< 2006,China,Biomass & waste,Asset finance investments,33.46437
2004,5,Q2,< 2006,China,Biomass & waste,Asset finance investments,26.5782
2004,1,Q1,< 2006,China,Biomass & waste,Asset finance investments,68.8674
2004,12,Q4,< 2006,China,Biomass & waste,Asset finance investments,42.287
2004,4,Q2,< 2006,China,Biomass & waste,Asset finance investments,19.3296
2004,1,Q1,< 2006,China,Biomass & waste,Asset finance investments,4.035388
2004,10,Q4,< 2006,China,Biomass & waste,Asset finance investments,4.53075
2004,6,Q2,< 2006,China,Biomass & waste,Asset finance investments,18.123
2004,2,Q1,< 2006,China,Small hydro,Asset finance investments,19.93365
2004,4,Q2,< 2006,China,Small hydro,Asset finance investments,33.8364648
2004,2,Q1,< 2006,China,Small hydro,Asset finance investments,30.08169
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,23.5381524
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,21.107254
2004,12,Q4,< 2006,China,Small hydro,Asset finance investments,20.938106
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,21.530124
2004,9,Q3,< 2006,China,Small hydro,Asset finance investments,24.321066
2004,12,Q4,< 2006,China,Small hydro,Asset finance investments,22.47252
2004,1,Q1,< 2006,China,Small hydro,Asset finance investments,25.045986
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,12.5217848
2004,9,Q3,< 2006,China,Small hydro,Asset finance investments,19.1656766
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,11.8850634
2004,1,Q1,< 2006,China,Small hydro,Asset finance investments,33.95042
2004,8,Q3,< 2006,China,Small hydro,Asset finance investments,33.34632
2004,1,Q1,< 2006,China,Small hydro,Asset finance investments,17.192686
2004,6,Q2,< 2006,China,Small hydro,Asset finance investments,10.75298
2004,6,Q2,< 2006,China,Small hydro,Asset finance investments,12
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,12.607567
2004,6,Q2,< 2006,China,Small hydro,Asset finance investments,12.6270612
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,9.919322
2004,6,Q2,< 2006,China,Small hydro,Asset finance investments,9.42318
2004,9,Q3,< 2006,China,Small hydro,Asset finance investments,8.6470874
2004,12,Q4,< 2006,China,Small hydro,Asset finance investments,6.94715
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,7.2334934
2004,7,Q3,< 2006,China,Small hydro,Asset finance investments,6.6451
2004,5,Q2,< 2006,China,Small hydro,Asset finance investments,6.137148
2004,2,Q1,< 2006,China,Small hydro,Asset finance investments,6.487497
2004,8,Q3,< 2006,China,Small hydro,Asset finance investments,6.8209326
2004,9,Q3,< 2006,China,Small hydro,Asset finance investments,12.20282
2004,8,Q3,< 2006,China,Small hydro,Asset finance investments,11.11544
2004,6,Q2,< 2006,China,Small hydro,Asset finance investments,6.7127592
2004,1,Q1,< 2006,China,Small hydro,Asset finance investments,6.216189
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,5.0901466
2004,1,Q1,< 2006,China,Small hydro,Asset finance investments,3.4
2004,10,Q4,< 2006,China,Geothermal,Asset finance investments,84.5
2004,12,Q4,< 2006,China,Biofuels,Asset finance investments,0.459116
2004,1,Q1,< 2006,China,Small hydro,Asset finance investments,15
2004,1,Q1,< 2006,China,Small hydro,Asset finance investments,6
2004,5,Q2,< 2006,China,Small hydro,Asset finance investments,19.08
2004,3,Q1,< 2006,China,Small hydro,Asset finance investments,45
2004,3,Q1,< 2006,China,Small hydro,Asset finance investments,45
2004,9,Q3,< 2006,China,Small hydro,Asset finance investments,12.75
2004,2,Q1,< 2006,China,Small hydro,Asset finance investments,15
2004,2,Q1,< 2006,China,Small hydro,Asset finance investments,15
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,27
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,14.4
2004,4,Q2,< 2006,China,Small hydro,Asset finance investments,14.1
2004,3,Q1,< 2006,China,Small hydro,Asset finance investments,13.5
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,45
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,39.825
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,53.1
2004,3,Q1,< 2006,China,Small hydro,Asset finance investments,10.8
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,15.6
2004,5,Q2,< 2006,China,Small hydro,Asset finance investments,15
2004,9,Q3,< 2006,China,Small hydro,Asset finance investments,29.7
2004,4,Q2,< 2006,China,Small hydro,Asset finance investments,30
2004,12,Q4,< 2006,China,Small hydro,Asset finance investments,12.3
2004,7,Q3,< 2006,China,Small hydro,Asset finance investments,42
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,7.5
2004,3,Q1,< 2006,China,Small hydro,Asset finance investments,66
2004,12,Q4,< 2006,China,Small hydro,Asset finance investments,18
2004,12,Q4,< 2006,China,Small hydro,Asset finance investments,22.5
2004,5,Q2,< 2006,China,Small hydro,Asset finance investments,15
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,32.25
2004,9,Q3,< 2006,China,Solar,Asset finance investments,0.57
2004,4,Q2,< 2006,China,Solar,Asset finance investments,0.798
2004,12,Q4,< 2006,China,Solar,Asset finance investments,0.57
2004,11,Q4,< 2006,China,Small hydro,Asset finance investments,9.6
2004,9,Q3,< 2006,China,Small hydro,Asset finance investments,7.5
2004,12,Q4,< 2006,China,Small hydro,Asset finance investments,15
2004,5,Q2,< 2006,China,Small hydro,Asset finance investments,4.8
2004,1,Q1,< 2006,China,Small hydro,Asset finance investments,30
2004,5,Q2,< 2006,China,Small hydro,Asset finance investments,22.5
2004,4,Q2,< 2006,China,Small hydro,Asset finance investments,21
2004,10,Q4,< 2006,China,Small hydro,Asset finance investments,48
2004,10,Q4,< 2006,Colombia,Biofuels,Asset finance investments,37.8
2004,7,Q3,< 2006,Colombia,Small hydro,Asset finance investments,11.235
2004,9,Q3,< 2006,Ecuador,Small hydro,Asset finance investments,24.9
2004,7,Q3,< 2006,Ecuador,Biomass & waste,Asset finance investments,76.288
2004,12,Q4,< 2006,Ecuador,Biofuels,Asset finance investments,21.5
2004,12,Q4,< 2006,Ecuador,Biofuels,Asset finance investments,21.5
2004,12,Q4,< 2006,El Salvador,Biomass & waste,Asset finance investments,57.6
2004,12,Q4,< 2006,Guatemala,Biomass & waste,Asset finance investments,51.2
2004,8,Q3,< 2006,Honduras,Small hydro,Asset finance investments,13
2004,8,Q3,< 2006,Honduras,Small hydro,Asset finance investments,18.3
2004,10,Q4,< 2006,Honduras,Biomass & waste,Asset finance investments,51.2
2004,12,Q4,< 2006,Honduras,Biomass & waste,Asset finance investments,61.44
2004,3,Q1,< 2006,India,Wind,Asset finance investments,7.56
2004,3,Q1,< 2006,India,Wind,Asset finance investments,9.396
2004,9,Q3,< 2006,India,Small hydro,Asset finance investments,17.27020274
2004,9,Q3,< 2006,India,Small hydro,Asset finance investments,13.5
2004,3,Q1,< 2006,India,Biomass & waste,Asset finance investments,22.55
2004,3,Q1,< 2006,India,Biomass & waste,Asset finance investments,7.2488
2004,6,Q2,< 2006,India,Biomass & waste,Asset finance investments,0.8162
2004,1,Q1,< 2006,India,Biomass & waste,Asset finance investments,56.32
2004,9,Q3,< 2006,India,Biomass & waste,Asset finance investments,8.96
2004,9,Q3,< 2006,India,Biomass & waste,Asset finance investments,8.96
2004,7,Q3,< 2006,India,Small hydro,Asset finance investments,27
2004,12,Q4,< 2006,India,Small hydro,Asset finance investments,36.48099
2004,7,Q3,< 2006,India,Small hydro,Asset finance investments,18
2004,10,Q4,< 2006,India,Wind,Asset finance investments,28.6321875
2004,9,Q3,< 2006,India,Biomass & waste,Asset finance investments,9.7640239
2004,12,Q4,< 2006,India,Biomass & waste,Asset finance investments,2.45971
2004,5,Q2,< 2006,India,Wind,Asset finance investments,105.984
2004,12,Q4,< 2006,India,Biomass & waste,Asset finance investments,15.9
2004,6,Q2,< 2006,India,Small hydro,Asset finance investments,37.13
2004,2,Q1,< 2006,India,Small hydro,Asset finance investments,33
2004,6,Q2,< 2006,India,Biomass & waste,Asset finance investments,19.2
2004,10,Q4,< 2006,India,Biomass & waste,Asset finance investments,16.295805
2004,1,Q1,< 2006,India,Wind,Asset finance investments,12.6
2004,10,Q4,< 2006,India,Biomass & waste,Asset finance investments,8.7208
2004,6,Q2,< 2006,India,Biomass & waste,Asset finance investments,34.125
2004,8,Q3,< 2006,India,Small hydro,Asset finance investments,9.6975
2004,6,Q2,< 2006,India,Wind,Asset finance investments,2.736
2004,6,Q2,< 2006,India,Wind,Asset finance investments,4.664
2004,12,Q4,< 2006,India,Wind,Asset finance investments,86.24625
2004,7,Q3,< 2006,India,Small hydro,Asset finance investments,3.0084
2004,9,Q3,< 2006,India,Wind,Asset finance investments,16.31325
2004,11,Q4,< 2006,India,Small hydro,Asset finance investments,4.13829975
2004,10,Q4,< 2006,India,Small hydro,Asset finance investments,4.3144179
2004,4,Q2,< 2006,India,Small hydro,Asset finance investments,10.92559
2004,9,Q3,< 2006,India,Small hydro,Asset finance investments,6.3902188
2004,2,Q1,< 2006,India,Small hydro,Asset finance investments,3.01223
2004,9,Q3,< 2006,India,Small hydro,Asset finance investments,6.75
2004,12,Q4,< 2006,India,Small hydro,Asset finance investments,4.5
2004,12,Q4,< 2006,India,Small hydro,Asset finance investments,1.5
2004,9,Q3,< 2006,India,Small hydro,Asset finance investments,10.5
2004,1,Q1,< 2006,India,Small hydro,Asset finance investments,4.2
2004,6,Q2,< 2006,India,Wind,Asset finance investments,3.906
2004,9,Q3,< 2006,India,Wind,Asset finance investments,6.912
2004,8,Q3,< 2006,India,Wind,Asset finance investments,6.86664
2004,10,Q4,< 2006,India,Wind,Asset finance investments,7.875215
2004,9,Q3,< 2006,India,Wind,Asset finance investments,16.272
2004,2,Q1,< 2006,India,Wind,Asset finance investments,62.65792
2004,7,Q3,< 2006,India,Wind,Asset finance investments,9.072
2004,3,Q1,< 2006,India,Wind,Asset finance investments,5.304
2004,12,Q4,< 2006,India,Wind,Asset finance investments,59.905125
2004,2,Q1,< 2006,India,Wind,Asset finance investments,22.321
2004,11,Q4,< 2006,India,Wind,Asset finance investments,2.4629
2004,7,Q3,< 2006,India,Wind,Asset finance investments,26.2353
2004,2,Q1,< 2006,India,Biomass & waste,Asset finance investments,29.62
2004,9,Q3,< 2006,India,Biomass & waste,Asset finance investments,2.634834
2004,9,Q3,< 2006,India,Biomass & waste,Asset finance investments,22.31
2004,2,Q1,< 2006,India,Biomass & waste,Asset finance investments,19.051
2004,9,Q3,< 2006,India,Biomass & waste,Asset finance investments,5.40225
2004,12,Q4,< 2006,India,Biomass & waste,Asset finance investments,17.0138475
2004,11,Q4,< 2006,India,Biomass & waste,Asset finance investments,19.2
2004,11,Q4,< 2006,India,Biomass & waste,Asset finance investments,19.2
2004,1,Q1,< 2006,India,Biomass & waste,Asset finance investments,15.36
2004,8,Q3,< 2006,India,Biomass & waste,Asset finance investments,51.765
2004,8,Q3,< 2006,India,Biomass & waste,Asset finance investments,8.6224
2004,5,Q2,< 2006,India,Wind,Asset finance investments,11.43098
2004,10,Q4,< 2006,India,Wind,Asset finance investments,31.242266
2004,10,Q4,< 2006,India,Wind,Asset finance investments,8.568
2004,9,Q3,< 2006,India,Wind,Asset finance investments,3.893429
2004,3,Q1,< 2006,India,Wind,Asset finance investments,11.081005
2004,3,Q1,< 2006,India,Wind,Asset finance investments,17.4336
2004,12,Q4,< 2006,India,Biofuels,Asset finance investments,52.075
2004,9,Q3,< 2006,India,Wind,Asset finance investments,16.2
2004,2,Q1,< 2006,India,Wind,Asset finance investments,673.646
2004,11,Q4,< 2006,India,Biomass & waste,Asset finance investments,17.46
2004,1,Q1,< 2006,India,Biomass & waste,Asset finance investments,2.56
2004,12,Q4,< 2006,India,Biofuels,Asset finance investments,6.72
2004,2,Q1,< 2006,India,Biofuels,Asset finance investments,3.36
2004,12,Q4,< 2006,India,Biofuels,Asset finance investments,19.04
2004,9,Q3,< 2006,India,Biomass & waste,Asset finance investments,3.84
2004,6,Q2,< 2006,India,Biomass & waste,Asset finance investments,16.25
2004,12,Q4,< 2006,India,Biofuels,Asset finance investments,5.6
2004,12,Q4,< 2006,India,Biomass & waste,Asset finance investments,12.8
2004,12,Q4,< 2006,India,Biomass & waste,Asset finance investments,38.4
2004,1,Q1,< 2006,India,Biomass & waste,Asset finance investments,10.075
2004,3,Q1,< 2006,India,Biomass & waste,Asset finance investments,2.91
2004,1,Q1,< 2006,India,Biomass & waste,Asset finance investments,15.36
2004,5,Q2,< 2006,India,Biomass & waste,Asset finance investments,5.826
2004,3,Q1,< 2006,India,Biomass & waste,Asset finance investments,8.48
2004,8,Q3,< 2006,India,Biofuels,Asset finance investments,12.9336
2004,2,Q1,< 2006,India,Small hydro,Asset finance investments,2.80449
2004,2,Q1,< 2006,India,Small hydro,Asset finance investments,1.73706
2004,11,Q4,< 2006,India,Small hydro,Asset finance investments,1.5
2004,3,Q1,< 2006,India,Small hydro,Asset finance investments,21.6
2004,12,Q4,< 2006,India,Small hydro,Asset finance investments,2.5967214
2004,12,Q4,< 2006,India,Small hydro,Asset finance investments,4.82979
2004,7,Q3,< 2006,India,Small hydro,Asset finance investments,15
2004,8,Q3,< 2006,India,Small hydro,Asset finance investments,30
2004,12,Q4,< 2006,India,Small hydro,Asset finance investments,1.5
2004,12,Q4,< 2006,India,Small hydro,Asset finance investments,4.5
2004,6,Q2,< 2006,India,Biomass & waste,Asset finance investments,2.56
2004,9,Q3,< 2006,India,Wind,Asset finance investments,21.6
2004,9,Q3,< 2006,India,Wind,Asset finance investments,12.6
2004,5,Q2,< 2006,India,Biomass & waste,Asset finance investments,51.765
2004,8,Q3,< 2006,India,Biomass & waste,Asset finance investments,20.48
2004,8,Q3,< 2006,India,Biomass & waste,Asset finance investments,51.765
2004,8,Q3,< 2006,India,Wind,Asset finance investments,32.112
2004,6,Q2,< 2006,India,Wind,Asset finance investments,14.904
2004,9,Q3,< 2006,India,Wind,Asset finance investments,15.12
2004,9,Q3,< 2006,India,Wind,Asset finance investments,3.6
2004,9,Q3,< 2006,India,Wind,Asset finance investments,3.6
2004,9,Q3,< 2006,India,Wind,Asset finance investments,1.872
2004,9,Q3,< 2006,India,Wind,Asset finance investments,3.6
2004,9,Q3,< 2006,India,Wind,Asset finance investments,5.4
2004,3,Q1,< 2006,India,Wind,Asset finance investments,1.728
2004,9,Q3,< 2006,India,Wind,Asset finance investments,1.8
2004,3,Q1,< 2006,India,Wind,Asset finance investments,2.448
2004,9,Q3,< 2006,India,Wind,Asset finance investments,1.872
2004,3,Q1,< 2006,India,Wind,Asset finance investments,1.728
2004,3,Q1,< 2006,India,Small hydro,Asset finance investments,5.25
2004,9,Q3,< 2006,India,Small hydro,Asset finance investments,6
2004,4,Q2,< 2006,India,Wind,Asset finance investments,3.6
2004,11,Q4,< 2006,India,Wind,Asset finance investments,4.752
2004,3,Q1,< 2006,India,Wind,Asset finance investments,3.6
2004,9,Q3,< 2006,India,Wind,Asset finance investments,5.472
2004,12,Q4,< 2006,India,Wind,Asset finance investments,3.6
2004,7,Q3,< 2006,India,Wind,Asset finance investments,10.368
2004,5,Q2,< 2006,India,Wind,Asset finance investments,1.728
2004,3,Q1,< 2006,India,Wind,Asset finance investments,2.16
2004,12,Q4,< 2006,India,Wind,Asset finance investments,2.736
2004,7,Q3,< 2006,India,Biomass & waste,Asset finance investments,51.765
2004,5,Q2,< 2006,India,Biomass & waste,Asset finance investments,1.34685
2004,11,Q4,< 2006,India,Wind,Asset finance investments,2.4629
2004,9,Q3,< 2006,India,Wind,Asset finance investments,9.216
2004,9,Q3,< 2006,India,Wind,Asset finance investments,1.872
2004,9,Q3,< 2006,India,Wind,Asset finance investments,5.04
2004,9,Q3,< 2006,India,Wind,Asset finance investments,3.6
2004,4,Q2,< 2006,Indonesia,Geothermal,Asset finance investments,55.9642
2004,1,Q1,< 2006,Indonesia,Biomass & waste,Asset finance investments,51.765
2004,12,Q4,< 2006,Indonesia,Biomass & waste,Asset finance investments,12.8
2004,9,Q3,< 2006,Indonesia,Biomass & waste,Asset finance investments,23.552
2004,1,Q1,< 2006,Malaysia,Biomass & waste,Asset finance investments,2.632
2004,12,Q4,< 2006,Malaysia,Biofuels,Asset finance investments,1.975
2004,9,Q3,< 2006,Malaysia,Biomass & waste,Asset finance investments,19.2
2004,9,Q3,< 2006,Mexico,Small hydro,Asset finance investments,22.5
2004,11,Q4,< 2006,Mexico,Small hydro,Asset finance investments,100.5
2004,8,Q3,< 2006,Mexico,Biomass & waste,Asset finance investments,32.64
2004,4,Q2,< 2006,Morocco,Wind,Asset finance investments,298.302
2004,1,Q1,< 2006,Nepal,Biomass & waste,Asset finance investments,38.272
2004,9,Q3,< 2006,Nepal,Small hydro,Asset finance investments,15.075
2004,12,Q4,< 2006,Nepal,Small hydro,Asset finance investments,6
2004,6,Q2,< 2006,Nepal,Small hydro,Asset finance investments,4.5
2004,12,Q4,< 2006,Nepal,Small hydro,Asset finance investments,6.3
2004,11,Q4,< 2006,Peru,Small hydro,Asset finance investments,3.2
2004,1,Q1,< 2006,Peru,Small hydro,Asset finance investments,2.4
2004,11,Q4,< 2006,Philippines,Solar,Asset finance investments,4.6378982
2004,12,Q4,< 2006,Philippines,Wind,Asset finance investments,51.2
2004,1,Q1,< 2006,Russia,Geothermal,Asset finance investments,12.96
2004,10,Q4,< 2006,South Africa,Biomass & waste,Asset finance investments,33.792
2004,11,Q4,< 2006,Sri Lanka,Small hydro,Asset finance investments,2.4
2004,12,Q4,< 2006,Sri Lanka,Small hydro,Asset finance investments,3
2004,12,Q4,< 2006,Sri Lanka,Small hydro,Asset finance investments,3
2004,12,Q4,< 2006,Sri Lanka,Small hydro,Asset finance investments,1.65
2004,12,Q4,< 2006,Sri Lanka,Small hydro,Asset finance investments,6.72
2004,12,Q4,< 2006,Sri Lanka,Small hydro,Asset finance investments,4.05
2004,12,Q4,< 2006,Sri Lanka,Small hydro,Asset finance investments,3.9
2004,9,Q3,< 2006,Sri Lanka,Small hydro,Asset finance investments,16.11
2004,7,Q3,< 2006,Taiwan,Wind,Asset finance investments,3.456
2004,11,Q4,< 2006,Taiwan,Wind,Asset finance investments,6.48
2004,7,Q3,< 2006,Taiwan,Wind,Asset finance investments,5.702
2004,12,Q4,< 2006,Taiwan,Wind,Asset finance investments,43.2
2004,1,Q1,< 2006,Thailand,Biofuels,Asset finance investments,16.8
2004,1,Q1,< 2006,Thailand,Biomass & waste,Asset finance investments,6.5
2004,7,Q3,< 2006,Thailand,Biofuels,Asset finance investments,17.5
2004,1,Q1,< 2006,Thailand,Biomass & waste,Asset finance investments,26.4
2004,9,Q3,< 2006,Thailand,Biomass & waste,Asset finance investments,12.8
2004,3,Q1,< 2006,Thailand,Biomass & waste,Asset finance investments,2.56
2004,5,Q2,< 2006,Thailand,Biomass & waste,Asset finance investments,1.843
2004,2,Q1,< 2006,Thailand,Biomass & waste,Asset finance investments,2.867
2004,7,Q3,< 2006,Thailand,Biomass & waste,Asset finance investments,2.56
2004,4,Q2,< 2006,Thailand,Biomass & waste,Asset finance investments,15.36
2004,6,Q2,< 2006,Thailand,Biomass & waste,Asset finance investments,1.152
2004,5,Q2,< 2006,Thailand,Biomass & waste,Asset finance investments,24.32
2004,3,Q1,< 2006,Thailand,Biomass & waste,Asset finance investments,56.32
2004,3,Q1,< 2006,Thailand,Biomass & waste,Asset finance investments,61.44
2004,1,Q1,< 2006,Thailand,Biofuels,Asset finance investments,18.9
2004,2,Q1,< 2006,Thailand,Biomass & waste,Asset finance investments,57.6
2004,12,Q4,< 2006,Uganda,Biomass & waste,Asset finance investments,23.04
2004,4,Q2,< 2006,Ukraine,Biomass & waste,Asset finance investments,5.9352
2004,3,Q1,< 2006,Vietnam,Small hydro,Asset finance investments,33.6173565
2004,9,Q3,< 2006,Vietnam,Wind,Asset finance investments,1.152
2004,12,Q4,< 2006,Vietnam,Small hydro,Asset finance investments,9
2005,9,Q3,< 2006,Argentina,Biofuels,Asset finance investments,8.2
2005,12,Q4,< 2006,Argentina,Biofuels,Asset finance investments,4.825
2005,10,Q4,< 2006,Argentina,Biofuels,Asset finance investments,64.25
2005,12,Q4,< 2006,Argentina,Biofuels,Asset finance investments,8.025
2005,6,Q2,< 2006,Armenia,Wind,Asset finance investments,3.64
2005,12,Q4,< 2006,Armenia,Wind,Asset finance investments,3.5
2005,11,Q4,< 2006,Armenia,Biomass & waste,Asset finance investments,4.352
2005,7,Q3,< 2006,Bangladesh,Wind,Asset finance investments,1.26
2005,12,Q4,< 2006,Bolivia,Biomass & waste,Asset finance investments,64
2005,12,Q4,< 2006,Bolivia,Small hydro,Asset finance investments,5.271
2005,1,Q1,< 2006,Bosnia and Herzegovina,Small hydro,Asset finance investments,47.439
2005,12,Q4,< 2006,Botswana,Biofuels,Asset finance investments,0.09
2005,6,Q2,< 2006,Brazil,Wind,Asset finance investments,287.229
2005,4,Q2,< 2006,Brazil,Biofuels,Asset finance investments,2.7
2005,12,Q4,< 2006,Brazil,Biofuels,Asset finance investments,4
2005,5,Q2,< 2006,Brazil,Biofuels,Asset finance investments,0.25
2005,8,Q3,< 2006,Brazil,Small hydro,Asset finance investments,37.1462
2005,4,Q2,< 2006,Brazil,Small hydro,Asset finance investments,20.77653
2005,6,Q2,< 2006,Brazil,Small hydro,Asset finance investments,37.782
2005,12,Q4,< 2006,Brazil,Small hydro,Asset finance investments,351.71376
2005,6,Q2,< 2006,Brazil,Biofuels,Asset finance investments,21.5303
2005,12,Q4,< 2006,Brazil,Small hydro,Asset finance investments,9.68778
2005,12,Q4,< 2006,Brazil,Small hydro,Asset finance investments,49.68336
2005,7,Q3,< 2006,Brazil,Small hydro,Asset finance investments,16.01654
2005,7,Q3,< 2006,Brazil,Small hydro,Asset finance investments,66.766
2005,12,Q4,< 2006,Brazil,Small hydro,Asset finance investments,7.43328
2005,12,Q4,< 2006,Brazil,Small hydro,Asset finance investments,32.16816
2005,9,Q3,< 2006,Brazil,Biofuels,Asset finance investments,16.75
2005,6,Q2,< 2006,Brazil,Biofuels,Asset finance investments,11.975
2005,11,Q4,< 2006,Brazil,Biofuels,Asset finance investments,2.35
2005,5,Q2,< 2006,Brazil,Small hydro,Asset finance investments,8.7505
2005,1,Q1,< 2006,Brazil,Small hydro,Asset finance investments,61.8116
2005,4,Q2,< 2006,Brazil,Small hydro,Asset finance investments,17.90236
2005,4,Q2,< 2006,Brazil,Biofuels,Asset finance investments,27.03393
2005,7,Q3,< 2006,Brazil,Biofuels,Asset finance investments,98.79987
2005,11,Q4,< 2006,Brazil,Biofuels,Asset finance investments,48.2249
2005,11,Q4,< 2006,Brazil,Biofuels,Asset finance investments,4.28165
2005,12,Q4,< 2006,Brazil,Biofuels,Asset finance investments,90.82
2005,12,Q4,< 2006,Brazil,Biomass & waste,Asset finance investments,21.305
2005,12,Q4,< 2006,Brazil,Biofuels,Asset finance investments,34.98768
2005,8,Q3,< 2006,Brazil,Biofuels,Asset finance investments,52.4226
2005,12,Q4,< 2006,Brazil,Biomass & waste,Asset finance investments,13.824
2005,7,Q3,< 2006,Brazil,Small hydro,Asset finance investments,10.3
2005,5,Q2,< 2006,Brazil,Biofuels,Asset finance investments,7.7292
2005,12,Q4,< 2006,Brazil,Biofuels,Asset finance investments,22.41
2005,10,Q4,< 2006,Brazil,Biofuels,Asset finance investments,44.68
2005,9,Q3,< 2006,Brazil,Biofuels,Asset finance investments,5.85
2005,9,Q3,< 2006,Brazil,Biofuels,Asset finance investments,1.8
2005,9,Q3,< 2006,Brazil,Biofuels,Asset finance investments,45
2005,8,Q3,< 2006,Brazil,Biofuels,Asset finance investments,63.72
2005,6,Q2,< 2006,Brazil,Biomass & waste,Asset finance investments,43.008
2005,9,Q3,< 2006,Brazil,Biomass & waste,Asset finance investments,10.24
2005,11,Q4,< 2006,Brazil,Biofuels,Asset finance investments,7.5
2005,1,Q1,< 2006,Brazil,Small hydro,Asset finance investments,15.813
2005,3,Q1,< 2006,Brazil,Small hydro,Asset finance investments,10.04
2005,1,Q1,< 2006,Brazil,Small hydro,Asset finance investments,6.5
2005,9,Q3,< 2006,Brazil,Small hydro,Asset finance investments,23.343
